
+------+---------------+---------------------------------+---------------------+---------------------+----------------------+--------------+--------------+------------+--------------+-----------+-----------------+-------------------+
|  ID  | transactionId |       recipientsXNAddress       | recipientsXM8UserId |        stamp        |  CONTROL_POINT_type  | CONTACT_type | contact_name | PHONE_type |    number    | extension |   claimNumber   | origTransactionId |
| None |    0073B59    |         ACSC.TEST.STAFF         |                     | 2020-06-26T12:31:30 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003113220-8-W  |        None       |
| None |    006Y44W    |          ACSC.TEST.DP5          |                     | 2020-04-21T15:25:15 | Notification Pending |   ClaimRep   |     None     |    None    |     None     |    None   |  003103133-8-W  |        None       |
| None |    00731B6    |          XACTNET.QUEUE          |                     | 2020-06-22T08:45:07 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003111714-8-W  |        None       |
| None |    0073LN7    |         ACSC.TEST.STAFF         |                     | 2020-09-30T08:59:37 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003113764-8-W  |        None       |
| None |    007CJ67    |         ACSC.TEST.STAFF         |                     | 2020-10-21T15:18:16 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003123916-8-W  |        None       |
| None |    007BWPV    |         ACSC.TEST.STAFF         |                     | 2020-10-15T14:33:18 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003122793-8-W  |        None       |
| None |    007CKGR    |         ACSC.TEST.STAFF         |                     | 2020-10-22T09:56:27 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003123961-8-W  |        None       |
| None |    00731BY    |          XACTNET.QUEUE          |                     | 2020-06-22T08:45:43 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003111810-8-W  |        None       |
| None |    00733WW    |           ACSC.TEST.PT          |                     | 2020-06-23T08:26:05 |      Reassigned      |   ClaimRep   |     None     |   Office   | 714-850-8048 |           |  003112613-8-W  |      00733WV      |
| None |    007C6DC    |           ACSC.TEST.PT          |                     | 2020-10-13T14:08:02 |    Site Inspected    |   ClaimRep   |     None     |   Office   | 714-850-8048 |           |  003123127-8-W  |        None       |
| None |    00731CQ    |          XACTNET.QUEUE          |                     | 2020-06-22T08:46:21 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003111934-8-W  |        None       |
| None |    00734T5    |          XACTNET.QUEUE          |                     | 2020-06-23T15:22:37 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003112925-8-W  |        None       |
| None |    006XQPK    |          ACSC.TEST.DP5          |                     | 2020-04-17T14:03:20 | Notification Pending |   ClaimRep   |     None     |    None    |     None     |    None   |  003102827-8-W  |        None       |
| None |    007C9S4    |         ACSC.TEST.STAFF         |                     | 2020-10-15T14:33:58 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003123295-8-W  |        None       |
| None |    007C977    |         ACSC.TEST.STAFF         |                     | 2020-10-15T14:33:36 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003123208-8-W  |        None       |
| None |    007C998    |         ACSC.TEST.STAFF         |                     | 2020-10-14T10:51:59 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003123226-8-W  |        None       |
| None |    007CBMK    |         ACSC.TEST.STAFF         |                     | 2020-10-15T14:34:10 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003123330-8-W  |        None       |
| None |    007BG8F    |         ACSC.TEST.STAFF         |       TORRES.P      | 2020-10-01T00:00:01 |    Site Inspected    |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003121974-8-W  |        None       |
| None |    0070041    |         ACSC.TEST.STAFF         |                     | 2020-05-06T15:29:35 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003104624-8-W  |        None       |
| None |    007C962    |         ACSC.TEST.STAFF         |                     | 2020-10-15T14:33:29 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003123182-8-W  |        None       |
| None |    00727L5    |          XACTNET.QUEUE          |                     | 2020-06-08T09:09:28 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003108605-8-W  |        None       |
| None |    0072M06    |          XACTNET.QUEUE          |                     | 2020-06-15T11:11:04 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003110315-8-W  |        None       |
| None |    0075TRY    |          XACTNET.QUEUE          |                     | 2020-08-09T21:32:15 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  007002594-8-S  |        None       |
| None |    0077X61    |         ACSC.TEST.STAFF         |                     | 2020-09-03T07:36:31 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  005045823-8-X  |        None       |
| None |    007B186    |           TEST.XNA.GL           |                     | 2020-09-23T07:38:04 |      Delivered       |   ClaimRep   |     None     |    None    |     None     |    None   |  003121503-8-W  |        None       |
| None |    00731BF    |          XACTNET.QUEUE          |                     | 2020-06-22T08:45:17 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003111732-8-W  |        None       |
| None |    00734FL    |          XACTNET.QUEUE          |                     | 2020-06-23T11:55:25 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003112764-8-W  |        None       |
| None |    007CFPM    |         ACSC.TEST.STAFF         |                     | 2020-10-19T09:59:57 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003123662-8-W  |        None       |
| None |    00703B1    |         ACSC.TEST.STAFF         |                     | 2020-09-29T15:24:03 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003104877-8-W  |        None       |
| None |    007B180    |          XACTNET.QUEUE          |                     | 2020-09-23T07:05:53 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003098255-8-W  |        None       |
| None |    006NBV7    |         ACSC.TEST.STAFF         |                     | 2020-09-29T14:23:29 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003098034-8-W  |        None       |
| None |    007BSNX    |          XACTNET.QUEUE          |                     | 2020-10-06T15:12:17 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003122559-8-W  |        None       |
| None |    007C97N    |         ACSC.TEST.STAFF         |                     | 2020-10-15T14:33:40 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003123219-8-W  |        None       |
| None |    00731BR    |          XACTNET.QUEUE          |                     | 2020-06-22T08:45:34 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003111786-8-W  |        None       |
| None |    00731CX    |          XACTNET.QUEUE          |                     | 2020-06-22T08:46:30 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003111967-8-W  |        None       |
| None |    006X3V9    |         ACSC.TEST.STAFF         |                     | 2020-09-29T14:30:21 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003102215-8-W  |        None       |
| None |    0071YLV    |          XACTNET.QUEUE          |                     | 2020-06-02T09:50:30 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003107579-8-W  |        None       |
| None |    007CDHQ    |         ACSC.TEST.STAFF         |                     | 2020-10-16T14:52:40 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003123582-8-W  |        None       |
| None |    006Y445    |          ACSC.TEST.DP5          |                     | 2020-04-21T15:11:44 | Notification Pending |   ClaimRep   |     None     |    None    |     None     |    None   |  003103121-8-W  |        None       |
| None |    0072NQS    |          XACTNET.QUEUE          |                     | 2020-06-16T08:07:59 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003110652-8-W  |        None       |
| None |    0078R2M    |          XACTNET.QUEUE          |                     | 2020-09-14T19:23:36 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  002002271-8-M  |        None       |
| None |    006M4MY    |         ACSC.TEST.STAFF         |                     | 2020-09-30T09:04:37 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  005038030-8-X  |        None       |
| None |    007C6D9    |         ACSC.TEST.STAFF         |                     | 2020-10-13T14:04:47 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003123127-8-W  |        None       |
| None |    0072R67    |          XACTNET.QUEUE          |                     | 2020-06-17T08:18:39 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003111251-8-W  |        None       |
| None |    00701PM    |         ACSC.TEST.STAFF         |                     | 2020-09-29T15:23:40 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003104709-8-W  |        None       |
| None |    0075NPB    |         ACSC.TEST.STAFF         |                     | 2020-08-06T12:12:59 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003117833-8-W  |        None       |
| None |    00720SB    |         ACSC.TEST.STAFF         |                     | 2020-09-29T15:28:16 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003107826-8-W  |        None       |
